Caption,Rank
An ethical guide for pro-life time travellers.,1.0
"He’s funny, but he’s not Ben Carson funny.",1.0
" ‘Love thy neighbor as thyself’? So, Jesus is a socialist.",1.0
"I want to have a family, but not if it means giving up my career time.",1.0
Young Ted Cruz.,1.0
Get ’em while there’s still no causal link to cancer!,1.0
"Here to present the gold medal for the 2015 New York City Marathon is the winner of the 2015 Benghazi Marathon, Mrs. Hillary Clinton.",1.0
"Oh, look, honey, IKEA—where we had our first spending fight.",1.0
Rubio? ... Rubio? ... Rubio? ...,1.0
"Quick, Robin—to the man cave.",1.0
"I’ve been working out for six months, but all my gains have been in cognitive function.",1.0
Forget the boulder. We want you to push a bill through Congress repealing the Affordable Care Act.,1.0
Mrs. Clinton just called. She’s wondering if there’s any chance she could appear again.,1.0
Employee of the Month.,1.0
"The more people I meet, the more I like my phone.",1.0
How does your client plead—guilty or not directly supervising every day?,1.0
I don’t need a lift. I was just liking your car.,1.0
"If we’re anti-Christ, does that mean we’re pro-science?",1.0
"The right wing of the party has rejected our centrist candidate, so now we’re looking for a masochist.",1.0
"As Jennifer Farkas awoke one morning from a night of compulsive texting, she found herself transformed in her bed into a gigantic iPhone.",1.0
This is not flip-flopping. My views on land-living have evolved.,1.0
Biden 2016.,1.0
I’d like you to visualize yourself giving me the ball and returning to the dugout.,1.0
"I’m tired of all these wealthy donors thinking that because I’ve been bought and paid for, they own me.",1.0
"The moment Ben starts making idiotic statements, I want everyone to rush him. He can only fend off one campaign aide at a time.",1.0
"You can’t win, Hillary. If you strike me down, I shall become more powerful than you can possibly imagine.",1.0
The Gun Lob,1.0
Guns don’t kill people; Automatic weapons do.,1.0
I hear you reach Nirvana faster if you alternate sitting and standing.,1.0
"What, me worry?",1.0
I’d like to hear some talk of a looming government shut-up.,1.0
New signs of life on Mars.,1.0
This next little ditty is about how a seemingly harmless decision can end up destroying an entire campaign.,1.0
The Pope visits New York City.,1.0
Your Social Security number is 087-72-8730.,1.0
Volkswagen’s new advertising campaign.,1.0
"After mating at sea, the female sea turtle comes ashore to lay her anchor babies.",1.0
"The Pope wants to meet our tired and our poor, so our first stop will be the drive-thru at McDonald’s.",1.0
I’m O.K. with minimum wage as long as you’re O.K. with me doing just enough to not get fired.,1.0
"I’ve never attacked Donald Trump on his look—and believe me, there’s plenty of subject matter there.",1.0
"Blessed are the geeks, for they shall inherit the Bay Area.",1.0
"Donuld, you are fie-ud.",1.0
"If you wish to file a formal complaint regarding headset interference, Coach Tomlin, you’ll have to speak up.",1.0
"Your previous provider refused to share your electronic medical records, but not to worry—I was able to obtain all of your information online.",1.0
I’ll trade you my vegan gluten-free organic banana and kale/whole-grain muffin for your bag of Doritos.,1.0
"I want you to go down to Morehead, Kentucky, and instruct Kim Davis to stop putting words in my mouth.",1.0
"Bad news, captain. The ship’s computer has been sharing all our personal data with the Romulans.",1.0
"When the global apocalypse comes, at least we’ll have jobs.",1.0
"My marriage is not based on trust, it’s based on verification.",1.0
Minimum Wager: $15,1.0
I’m in the process of transitioning to being a liberal.,1.0
Welcome to Alaska,1.0
We know you’ve been very bad because politicians have been returning your checks.,1.0
"I’m you from 2015, Hillary. I’ve come back to help you set up your e-mail.",1.0
"The boom in the tech sector has led us to hire job seekers from a range of backgrounds: poker players, bookkeepers, baristas—even women.",1.0
Here comes the expert on China.,1.0
Yesterday’s market news.,1.0
"Ah, here we are. They’ve moved coverage of Trump’s campaign to the comics section.",1.0
At the eurozone talks.,1.0
"For a low monthly rate, A.T. &amp; T. will bundle all our devices under its new domestic-surveillance plan.",1.0
Welcome to the United States,1.0
"It’s from Aaron, the Amazon employee who packed my headphones. He’s asked me to pass this letter on to his wife and kids.",1.0
I need you to delete all my messages.,1.0
"Once they’ve been sent to an expensive liberal-arts college, they always find their way home.",1.0
The Daily Cartoon depicts a modern-day Hatfield-McCoy feud.,1.0
The Daily Cartoon considers the services that a fortune teller could provide.,1.0
The Daily Cartoon looks at the process of unnatural selection.,1.0
"In the Daily Cartoon, a Presidential candidate takes a question from an unexpected audience member.",1.0
The Daily Cartoon considers the value of a Donald Trump wedding invitation.,1.0
The Daily Cartoon tries to understand the mind of the picky eater.,1.0
The temperature of this Daily Cartoon is just right.,1.0
"R.I.P., HitchBOT.",1.0
Kaamran Hafeez wonders what it means to be a Republican today.,1.0
Tom Toro’s last Daily Cartoon concludes his summer travels with child.,1.0
Tom Toro’s Daily Cartoon shows how parenting on the road requires shared sacrifice.,1.0
Diapers aren’t the only spooky part of Tom Toro’s Daily Cartoon.,1.0
Tom Toro’s Daily Cartoon hits the target.,1.0
Tom Toro’s Daily Cartoon shows how travelling with child sometimes requires sleight of hand.,1.0
"Tom Toro continues his Daily Cartoon from the road, and encounters some traffic.",1.0
Tom Toro continues his Daily Cartoon series on travelling—with a kid in tow.,1.0
It’s vacation time! Tom Toro takes his son—and the Daily Cartoon—on the road.,1.0
Dealing with Iran was the easy part. Now we need to deal with congressional Republicans.,1.0
"All those in favor of switching from a caucus system to a kind of ‘Hunger Games’ battle royale among the candidates, say aye.",1.0
An unexpected guest completes the weekend crossword.,1.0
I worked here for six years before I noticed it was Hell.,1.0
The All-Star Game is just a fun way to decide which league will host the San Francisco Giants' next championship romp’‘,1.0
Hey. Sup.,1.0
I’ve been sent from the future to stop Harper Lee from complicating the legacy of a beloved fictional character.,1.0
You haven’t napped until you’ve napped on the hood of a ’57 Chevy.,1.0
Fighting supervillains is a cinch. Fighting misogyny is the real challenge.,1.0
The concert is still in progress.,1.0
"The third act could use more drama, Sophocles. Try putting in a voter referendum.",1.0
Gol!,1.0
"Life, liberty, and the pursuit of happiness, which may involve an occasional hot-dog-eating contest.",1.0
"Just when you’re about to lose faith in humanity, you see Shakespeare in the Park.",1.0
"These are wonderful, precious years before he learns that he’s benefitting from institutional racism.",1.0
"The government is comin’ to take away our freedom. Barricade yourself inside, Marge, and stay there ’til I tell you.",1.0
Marriage People.,1.0
Healthy enough.,1.0
Here’s how grownups play make-believe.,1.0
This is the kind of socialist wasteland that Bernie Sanders wants to turn America into.,1.0
Can I get one of those bumper stickers?,1.0
We stopped production. It would be totally illogical to make more than one.,1.0
I know it’s a black thing and a white thing and a gun thing. But I don’t understand why it has to be an American thing.,1.0
"For the last time, tell Hillary Clinton we’re not taking any more suggestions for the ten-dollar bill.",1.0
"Say one Our Father, two Hail Marys, and stop driving that damned S.U.V.",1.0
I’m from New Jersey but I identify as New York.,1.0
I’ll agree to be subject to the law as long as you don’t limit the number of Bushes who can run for office.,1.0
Christopher Lee—now there’s a guy who knew how to be immortal.,1.0
Political wishing well.,1.0
"Sir, our latest intel indicates we’re terrible at gathering intel.",1.0
"You scared me. For a moment, I thought you might be a cop.",1.0
So? How were the Tonys?,1.0
It says it will increase my sexual desire but not necessarily for you.,1.0
How much time did you allot for your political comeback?,1.0
Never mind—it’s just another recipe for boeuf bourguignon.,1.0
Too Caitlyn or not Caitlyn enough?,1.0
Thank you for not running for President.,1.0
Absolute power is on line 1 and his banker is on line 2.,1.0
"Although we regret the breach of security, you still can’t claim your stolen identity as a dependent.",1.0
"Loan-sharking, extortion, and racketeering are fine for now, but someday I’d like to get into soccer.",1.0
"If you’re Mergers and he’s Acquisitions, what does that make me?",1.0
It’s hard to totally relax when you know in a few days you’ll be dragged back to work.,1.0
I miss the days when a Boy Scout outing was just about camping.,1.0
"They say that in the future, everyone will have fifteen minutes of peace.",1.0
"People Who Can’t Live in a World Without ‘Mad Men’? No, this is People Who Can’t Live in a World Without Letterman.",1.0
It doesn’t actually travel back in time. It just registers you as a Republican.,1.0
Hey—it worked for Don Draper.,1.0
Our recent polls show that most voters like you except when you open your mouth.,1.0
"I may be a member, but I wouldn’t identify myself as ‘religious.’ ",1.0
"I had that dream again—Bernie Sanders became President, and everything everywhere was magically fixed.",1.0
"Directly in front of you is a Picasso that sold for $179.4 million. To your right, a Van Gogh worth eighty-two million. In the next room, a Giacometti that sold for a hundred and twenty-six million.",1.0
And I thought I had a bad lawyer.,1.0
"Twenty thousand eggs, but do they ever call?",1.0
"Remember, son, a cheater never wins—except in the Super Bowl.",1.0
I like to think we aren’t so much anti-science as we are pro-myth.,1.0
Age of Ultron,1.0
She has my eyes and your figurehead.,1.0
It’s only considered torture if he asks you about your mother.,1.0
"Let’s see if the headaches, dizziness, and nausea persist after the elections.",1.0
"I never expected Obama to make us post-racial, but he can’t let us be post-justice.",1.0
"If anyone has reason why these two should not be married, speak now or go take it up with the Supreme Court.",1.0
What’s really surprising is that Bruce Jenner isn’t transitioning to a Democrat.,1.0
It’s half the size of an iPhone but twice as obnoxious.,1.0
Whose money do you want for President?,1.0
These feelings of abandonment—do you have them often or only when you see Jon Stewart?,1.0
Test the air first. I don’t know that we can survive in this political atmosphere.,1.0
Do you think we could discover a parallel universe that doesn’t have any Bushes or Clintons running for President?,1.0
"So wait, will he be born in time to take him to the new ‘Star Wars’ movie?",1.0
I think the real problem to solve here is why Albert and Bernard want to be friends with that manipulative little psychopath Cheryl in the first place.,1.0
"Oh, never mind—my work here is already done.",1.0
Why don’t you show me on the doll where Madonna kissed you?,1.0
"I’m just not entirely sure a big red arrow pointing right is the best logo for a Democratic candidate, is all.",1.0
"Throw out the hummus—from now on, we only eat food too fake to host bacteria.",1.0
"And here’s where you could put your nursery, or your home office, or a Chase bank.",1.0
"I mean, food trucks are great, but I gotta draw the line at food vans.",1.0
California lawn alternatives.,1.0
How many more days should we let her think that a rabbit’s coming out of that thing?,1.0
I want whichever model will make me forget that I’m dead inside.,1.0
"But honey, it does give us the perfect excuse not to go to your mom’s in Indianapolis.",1.0
"Honey, she doesn’t understand the concept of April, let alone April Fool’s.",1.0
"Well, you know what they say about March—in like a lion, out like a marginally less hateful lion.",1.0
"You see that, son? That’s a ride-sharing app.",1.0
" . . . and with this merger, we’re in a much better position to fight the forces persuading the consumer to eat more healthfully.",1.0
Don’t worry. We’ll make sure they all go to good bodegas.,1.0
Ted Cruz: The To-Do List.,1.0
You can’t swipe left to my actual face.,1.0
"I’m sorry, hon. All they had at the farmers’ market was some scary-looking potatoes and a photograph of asparagus.",1.0
"Actually, we’re just gonna give everybody a black-and-white cookie and leave it at that.",1.0
"No, man, we can’t charge a vig—we’re student bookies.",1.0
"Sure, sure, the ol’ ‘I was just reading the bathroom graffiti’ defense.",1.0
"Enh, I’m pretty sure the beer here is always green.",1.0
"C’mon, Liam, you’ve got tons of range—you can do romantic comedy where your kids are threatened, art-house indie where your kids are threatened…",1.0
"Hey, look, I found a frat that would take us!",1.0
"Finally, we get to stop bitching about the weather and start bitching about our allergies.",1.0
What else has Lindsey Graham never done?,1.0
Apple Watch: The Disappointments.,1.0
Here’s some advice—stop crapping all over my mountain.,1.0
"And looking ahead, we—I—I can’t. I just can’t. Sorry, everybody, I give up.",1.0
"Look, I just didn’t want to use a government e-mail for all of those Playbuzz quizzes.",1.0
"So basically, net neutrality means no particular porn is more important than any other porn.",1.0
"And if you look closely, I put Ken Starr hiding in the fireplace.",1.0
"Oh, honey—we’re all afraid of the monster under your bed.",1.0
So now we wait and see if your arm turns white and gold.,1.0
"Cat litter, you dummy, not cat food!",1.0
"Sorry, I’m kind of new to emoji—is this a booty call, or a death threat?",1.0
"Oh, hang on—it’s zero degrees Kelvin.",1.0
Cut from the Oscars broadcast.,1.0
I’m not paying the whole thing—it’s only taking up half a parking space.,1.0
"I mean, I guess we take your insurance, but we don’t, like, take-take your insurance.",1.0
I’ve got two more time zones before it’s Lent everywhere.,1.0
Happy Mardi Gras.,1.0
Here—go make Daddy’s Fitbit think he’s exercising.,1.0
"No, no, and no, Murray.",1.0
It’s the only explanation—he quit so he can run for President! The dream’s finally gonna come true! JON STEWART 2016!!!!!,1.0
What will Brian Williams do on hiatus?,1.0
It’s like the minute they see ‘Charlie Manson’ on your dating profile all you get are the crazy ones.,1.0
"Oh, we’re fine—a little bored with all this snow is all.",1.0
"Ugh, no—nobody wants your Google Glass.",1.0
What Harper Lee’s really been up to all these years.,1.0
Don’t think of me as a weed dealer—think of me as Little Pharma.,1.0
Polar-bear plunge!!!,1.0
Rejected Budweiser ads.,1.0
If you connect the measles it spells out ‘My parents are idiots.’ ,1.0
Drone check.,1.0
"I’m sorry, Mrs. Obama, but you’re going to have to wear the traditional head covering.",1.0
I knew it—seventy-eight per cent of what male ghostbusters make.,1.0
Season to taste.,1.0
The National Weather Service is warning these areas to brace for what could be a crippling amount of Instagrammed snow photos.,1.0
"It looks fine to me, too.",1.0
I’m in the mood for real Middle Eastern food—does New York have a No-Go Zone?,1.0
The many responses to the State of the Union address.,1.0
"Before I bring out the President, just a reminder to visit the U.S. Congress Web site, where we’ll be live-blocking his speech.",1.0
J. Edgar Hoover’s secret file on M.L.K.,1.0
It’s $1.85 a gallon and with every fill-up you get a free baby seal covered in oil.,1.0
And that’s our newscast. Don’t forget to follow us on the Web for up-to-the-minute retractions of everything we’ve just told you.,1.0
"Hey, relax! All I said was, ‘You’re a sexy car but you could stand to dress a little sexier!’ ",1.0
Unbelievable—Lohri’s not even over and already the stores are putting out their Baisakhi stuff.,1.0
I spent twelve years making this. Where’s my award?,1.0
"Oh, come on!",1.0
Je suis Charlie.,1.0
"They were fine with the tyranny, cruelty, and oppression, but you really pissed them off when you rooted for the wrong football team.",1.0
"Mr. Speaker, if you want to gain back the party’s confidence in your leadership, you’re going to have to practice harder with the ducks.",1.0
"Oh, don’t worry. That’s Benedict Cumberbatch. He’s in everything.",1.0
Pumpkin season is over. Eggnog season is over. Now it’s ham hock season.,1.0
"So, who wants to go on a fifty-five-inch wide-screen TV run?",1.0
Now don’t you feel silly for getting those in prescription?,1.0
"The bad news is if the public thinks you’re a racist, you’ll have to step down. The good news is if they think you’re stupid, you’re fine.",1.0
"Hey Neil, I’ve got an idea—let’s really freak everyone out and tell them you’re quitting physics to become my new co-Pope.",1.0
"I’m sorry to interrupt you, Amy, but I’ve just received word that Larry Mossbach of Newark has some complaints about the season finale of ‘The Affair.’ ",1.0
"Soon, fellas. Soon.",1.0
You’ve been Santa for a thousand years. Let Idris Elba have a chance!,1.0
"Let me assure the American people that we are not vulnerable to any further cyber-vandalism attacks, and we will ‘Never gonna give you up, never gonna let you down, never gonna run around and desert you …’ ",1.0
"A seven-hundred-fifty-million-dollar budget and nobody thought to say, ‘Shoot horizontally.’ ",1.0
"Friends, the time has come to retire my character of Stephen Colbert the right-wing pundit and become my new character . . . ",1.0
It’s a good thing no one ever found out about this.,1.0
"Don’t get me wrong. I love working at the North Pole, I just wish one damn store around here sold non-pointed shoes.",1.0
Hackers uncover the on-hold doodles of George Clooney.,1.0
"I’m like Santa, but for ‘Season’s Greetings.’ Here, have a box of cotton swabs.",1.0
I told you this would happen if the mayor banned carriage horses.,1.0
That was terrible. Deeply flawed. Full of crap. Now read it to me again.,1.0
It’s time.,1.0
"While it’s true that we used some enhanced interrogation techniques, they were necessary to obtain valuable intelligence about what we can or can’t get away with.",1.0
Sorry for the delay—the royal couple are staying here because they couldn’t afford Brooklyn.,1.0
"Excuse me, sir. Do you have a minute to talk about the latest episode of ‘Serial’?",1.0
Bernie Sanders in 2016! Bernie Sanders in 2016!,1.0
"Good evening, and welcome to tonight’s edition of Who’s Worse?’ ",1.0
"Black Friday, Cyber Monday, and now . . . Total Tuesday.",1.0
Too soon?,1.0
What a nightmare! That’s the last time we visit your family for Thanksgiving.,1.0
"Starting tomorrow, we charge them—what they’re really into is shopping.",1.0
"Annual Thanksgiving address tomorrow, people—give me three or four things I can be thankful for in 2014.",1.0
The truth.,1.0
"He’s going it alone again and pardoning a Brussels sprout, a butternut squash, and a zucchini.",1.0
"In what Republicans are calling another example of his acting like an emperor, President Obama has changed his name to Caesar.",1.0
The Democrat’s prayer.,1.0
Bill O’Reilly—the author at work.,1.0
We have the right to remain silent.,1.0
This tops the list of recommendations for upgrading your online security.,1.0
The trouble with Harry Reid is that he doesn’t have McConnell’s charisma.,1.0
You think you’ve got problems? Try to get your mind around paying off my student loans.,1.0
"My fellow-Republicans, I believe we have at last found the answer to the momentous challenges that lie ahead for our Party . . .",1.0
They haven’t said a thing about Ebola all week—the epidemic must be over.,1.0
The meaning of life is ‘Repeal Obamacare.’ ,1.0
" ‘Tear down this wall!’ one king said to the other, and down it came. And they all lived happily ever after.",1.0
Watch now as two Navy SEALs battle it out in the cage to determine the winner of ‘Who Shot Bin Laden?’ ,1.0
"This may not be a great time to offer to work with them, Sire.",1.0
Maybe from now on we should do away with the voting altogether and simply declare whoever raises the most money the winner.,1.0
I’m a Democrat—what’s good for that?,1.0
Wait! We don’t want to know! We’re watching a rerun of 2012 instead.,1.0
It’s just upset.,1.0
Isn’t this political ad wonderfully false and misleading?,1.0
Trick or treat—I’m the world in 2014.,1.0
Next we’ll turn to the issue of who will be tougher on terrorism.,1.0
I hear they’re desperate for new users.,1.0
Instituting a travel ban makes no scientific sense whatsoever—the voters love that.,1.0
Republican talking points.,1.0
Welcome to New York. Don’t panic.,1.0
The new abnormal.,1.0
"That’s good, but change ‘We’re on our knees, begging for your help’ to ‘We’re on our knees, pleading for your help.’ It sounds less desperate.",1.0
The latest evidence.,1.0
I’ll need to see . . .,1.0
Could you come back in a few months? Our plate is rather full at the moment.,1.0
"If the Republicans take control of both houses of Congress, it will be a huge change in the way nothing gets done.",1.0
It’s my mobile wallet.,1.0
Build a fence.,1.0
I get ‘The Temple will be rebuilt’ and ‘The Messiah will come.’ But what does ‘Hillary will run’ mean?,1.0
I feel so much more comfortable now that we’re back to scaring them again.,1.0
Where’s Kim?,1.0
"You bought that on Amazon, didn’t you?",1.0
"Remember—talk about how the President has done a fantastic job on the economy, but whatever you do don’t mention the President.",1.0
I’m watching the Yankees not play in the post-season.,1.0
The Secret Service has discovered another intruder in the White House. He was found in the Presidential bedroom munching on leftover muffins and scones.,1.0
Her smile’s even more enigmatic in the GIF version.,1.0
His endorsement could win you the youth vote and the cat-eater vote.,1.0
"To Ello or not to Ello, that is the . . . wait, what the hell is this thing, anyway?",1.0
"Wow, by the time the Secret Service caught him, the intruder had made it over the fence and onto the short list for the next Attorney General.",1.0
"And do you take this man for richer and for poorer, as the charming Danny Ocean and as the worst Batman ever?",1.0
"With the Jeter 2000, you’ll never have to say goodbye.",1.0
"It’s 5775, Dad—nobody still uses a shofar as a shofar.",1.0
"Of course it’s bendable—that’s part of the new, improved airplane mode.",1.0
Hard to believe it’s already fall.,1.0
A clean Earth is an Earth worth invading.,1.0
A customer at a bar thinks Scotland would have been popular on Tinder.,1.0
The Loch Ness monster votes on Scottish independence.,1.0
We’re happy to announce that we will once again send a man to space. We’re even happier to announce that that man is Justin Bieber.,1.0
"Let’s see how these terrorists deal with the minor annoyance of free, unsolicited music from U2.",1.0
I can’t afford the legal fees to keep my fantasy players out of fantasy jail.,1.0
These new fossils show that spinosaurus was not just the largest predator to walk the earth but also the largest Juggalo.,1.0
If the N.F.L. ran Homeland Security.,1.0
"We wanted to honor Steve Jobs’s vision for the future, but then we said, ‘Screw it, let’s honor Casio’s vision for the nineteen-eighties instead.’ ",1.0
Exclusive first look at the new royal baby.,1.0
Offside—the Redskins are on the wrong side of history.,1.0
"If this is a sentimental cartoon tribute, I’m gonna vomit.",1.0
Maybe we need more space between Fashion Week and Shark Week.,1.0
I ruined millions of childhoods by revealing I’m just a weirdo with a cat fetish.,1.0
Maybe ‘I am Groot’ isn’t the strongest iCloud password.,1.0
"I’m the Labor Day Fairy, and I’m here to teach you the true meaning of collective bargaining.",1.0
I’m going to miss summer Fridays.,1.0
"As a condition of the sale, our motto is now ‘Have It Your Way, If That’s Not Too Much of a Bother.’ ",1.0
We’re training them to use less force and more shtick.,1.0
And the Emmy for biggest out-of-context spoiler you’ve heard from a show you don’t actually watch goes to…,1.0
Say my name.,1.0
Some people from Amazon here to see you.,1.0
"We’ve raised millions, but we’re still no closer to a cure for ice buckets.",1.0
Militarizing stripper cops doesn’t make them any sexier.,1.0
This self-portrait is a rare example of the artist’s non-smeared-feces work.,1.0
"I heard in the next one, the Expendables fight osteoporosis.",1.0
"And one day, the tree took away the policeman’s toys, to stop him from making bad situations worse.",1.0
"All hail the mighty Tube Man—dancer of dances, cylinder of truth!",1.0
"""I'm going to pour this bucket of oatmeal down my pants to raise awareness of dumb things done in the name of the Internet.""",1.0
I’ll miss the man most for the time dude looked like a lady.,1.0
We suck up to this guy all day and eat his parasites for free. We’re the interns of the sea.,1.0
"They rebooted me, and made me take steroids and explode stuff.",1.0
"Just because I’m a bedbug, I can’t ride the subway? Insectophobe.",1.0
Daily Cartoon Slide Show.,1.0
I just hacked a billion passwords by guessing 1-2-3-4-5.,1.0
The Internet is like a toddler—it will do the opposite of what you tell it.,1.0
"To sell energy drinks, just poison the water.",1.0
This is one of several reasons we can no longer sponsor SeaWorld.,1.0
We’re not constantly eating people. ‘Sharknado’ has set the shark movement back twenty years.,1.0
"Doc, this is Florida—you can't ask me about my guns, but you could prescribe me something to go with this malt liquor.",1.0
He’s having Comic-Con withdrawal—get him a ‘Game of Thrones’ action figure to bite down on!,1.0
