Caption,Rank
"Be careful, these machines are self-loading.",2
We're graduate students doing a study on lost socks.,3
I say we start the meeting without him.,1
I'm here to fix the coffee machine.,2
You're right. We'll need a second stimulus plan.,3
Mom said you were supposed to take me to the game.,1
"I don't think you'll be too pleased with your new uniforms, either.",2
I'm trying to raise money for our squad. Would you like your plane washed?,3
"There's a cure, but it's light-years away.",1
You won't have to drive to this clinic. Just wait in your cornfield.,2
I'm going to give you something for your humanity.,3
I finally got that desk job I've been looking at.,1
I am telling you this guy is a micromanager.,2
The revolution has begun!,3
"So, which one of you varmints is mine?",1
I reckon that rounding up the usual suspects just ain't what it used to be.,2
I've got to stop advertising for posses in the classifieds.,3
"OK, counsellor, we heard your argument. Now tell us a story.",1
Five to four of us would like you to get the lights on your way out.,2
How long have you been standing there?,3
"If you think this is annoying, just wait. In a few miles, they switch to binary.",1
"You know, a drive in this old open roadster sure does turn back the clock!",2
I heard they're part of a failed Italian space program.,3
Her testosterone levels are through the roof.,1
We were as shocked as you were that you're a donor match.,2
I'm afraid he's started refusing all conditioners.,3
What makes you think we found your cat story boring?,1
Your availability comes off as desperation.,2
"You don't need to whisper, they're made of wax.",3
You the Ponzi varmint that lost our nest egg?,1
"Sorry, buddy, but we've got the room for the next hour.",2
Is this a bad time to talk about refinancing our loan?,3
This is the last time I park on this side of town!,1
"Sorry, boy, but you know how it is with them peel 'n' eat shrimp.",2
I knew I should have had that alarm installed when I got you.,3
"OK, now we'd like to see No. 4 in the tutu.",1
These were winnowed down from a group of thirty-seven using DNA testing.,2
I'm six feet tall if I stand on my toes.,3
"Did you put 3,250 pounds of 'fresh mackerel' on my credit card?",1
Those buckets of fish heads aren't going to take themselves out.,2
Dr. Ogden just called to say your mercury levels are on the high side.,3
He won't last long.,1
Baxter's our idea man.,2
Monday mornings you want to strangle him.,3
"Before we got fire, we used to talk to each other.",1
I told you the matinee wouldn't be crowded.,2
And I have him booked right through the Iron Age.,3
"These are required, sir. Other people do have to testify after you.",1
"Your Honor, permission to join the witness.",2
Would this be the article you consider 'optional'?,3
That's it. I'm returning those narciscissors today!,1
"Keep going, it's starting to turn me on.",2
I wish you'd go back to doing self-portraits.,3
"Really, voting him off the island was enough.",1
An optimist would see sushi.,2
Let's ask him to stay for dinner.,3
"Now you're embarrassing me, Dad.",1
Sharks are biting on gabardine today. Polyester should be OK.,2
"I hate the way corporate thinking has taken over surfing, man.",3
Terrormarketer.,1
That was the wakeup call from Hell.,2
I think the collection agency is getting serious.,3
I feel a vibration. Can you call my cell phone again?,1
Cancel my lunch date and get me a six-foot baguette.,2
These executive desk toys are becoming a nuisance.,3
Throw us a doughnut!,1
Abandon cup!,2
We'll never get to sleep tonight.,3
Your father's last wish was for you to succeed him as chairman.,1
And this is our new incentive plan.,2
Or we go to Plan B and slip something in his coffee.,3
They'd probably be more fun if the barrel had air holes.,1
The monkeys themselves should come in three to six weeks.,2
"Personally, I think Prozac is a lot easier.",3
Would it kill you to ask for directions?,1
"Not tonight, Harry, I'm carsick.",2
This is moving too fast for me.,3
Do you have any previous whistle-blowing experience?,1
I'm only here for the summer.,2
"Pack your things, Benson, adult swim is over.",3
This may burn a little.,1
"Now, if you wouldn't mind holding on to this while I get the thermometer.",2
I'm beginning to see what you mean.,3
Makes you want to think twice before donating body parts.,1
He's been sitting there since the French Revolution.,2
"So they have empty suits up here, too.",3
"Quick, give them a casino.",1
Call security and tell them to circle the wagons!,2
Looks like I'm going to have to cancel my High Noon.,3
"In the end, Ed, most of us are carried along by our delusions.",1
You don't have to tell me it's a vanishing breed.,2
You always have to be an early adopter.,3
"Yes, I'm alone.",1
"I'm on a satellite phone, how's the reception?",2
"Never thought I'd say this, but I wish I'd played more Whac-A-Mole as a kid.",3
I gather you both feel you're being manipulated.,1
"You need an agent, not a counsellor.",2
"OK, now do a tragedy.",3
Sorry I'm late. I had to give the boss a ride home.,1
It's raining cat-dogs out there.,2
"Horsey, I'm home.",3
"Hey, at least it swims like a duck.",1
We knew that using the sperm bank might be a gamble.,2
Just wait until you see his wingtips.,3
"Now, at the actual wedding tomorrow, let's keep Heather off the vodka.",1
Anyone have an objection? Please? Anyone?,2
"Brittany, I understand you've written Kyle's vows, which he'll now read.",3
Try honking again.,1
This is our worst carjacking ever.,2
A lot of pizzas are going to be free today.,3
Can I interest you in opening an offshore account?,1
It's in keeping with our new transparency policy.,2
Have you considered burying your treasure?,3
Psst. You want to buy an alligator?,1
"Hey, move, you're blocking out the sun.",2
Get a big stick with a giant wad of gum and get me out of here.,3
Your three-o'clock hallucination is here.,1
I couldn't find the three-hole punch.,2
Ring toss at noon?,3
You're such a light sleeper.,1
Now don't you wish you hadn't done so many helium shots?,2
You need to cut your toenails.,3
I think we've been downsized.,1
Corporate is working on a key.,2
The boss is a security nut.,3
They only want the starter.,1
The specials are coming out a little greasy.,2
I have a request to see how the sausage is made.,3
"Careful, the water's hard today.",1
There's a warm front coming through this afternoon.,2
I started last summer when this was a pool.,3
And some fresh flowers for the table.,1
"Separate checks, please.",2
You'll have to speak up.,3
My wife just calls me on my cell phone.,1
I won't have what he's having.,2
That's one heck of a wet willy.,3
I didn't get where I am by trying to please.,1
Let's keep this brief. I've got to get back to staring out the window.,2
This department has become loyal to a fault.,3
"I have to say, I'm not a big fan of cloud computing.",1
I guess you could call me an adventure capitalist.,2
I'll be there in ten thousand feet.,3
Stop me if you've heard these before.,1
"Remember, it's all in the timing.",2
Watch out for banana peels on the way down.,3
I'm pregnant.,1
I think we made a wrong turn at puberty.,2
More legroom than I would have guessed.,3
"I don't mean to be alarmist, but these things usually travel in groups.",1
"It's probably about time to take down the holiday decorations, honey.",2
Wanna build a snow tyrannosaurus?,3
The guy you're looking for waltzed out of here an hour ago.,1
"Honest to God, Joe, she's the best bouncer I've ever hired.",2
How is she on the pole?,3
"Swift justice or cold pancakes? It's your call, honey.",1
"Wake up, Harold! You're having another of your delusions of grandeur.",2
I hate it when you bring work home.,3
I don't want you to be the one that got away.,1
Relax. The DVR is set. You can catch the game tomorrow.,2
"I don't want to creep you out or anything, but I'm your biggest fan.",3
It would be so easy to flip this house.,1
It's available. The other buyers dropped off.,2
The owners are willing to throw in shock absorbers.,3
Where were you when I drove my car into the lake?,1
"How 'bout I give you two of these salmon, you walk away, and no one's the wiser?",2
"I ran out of water, officer.",3
Is that your foot?,1
Should I call and downsize our pizza order?,2
"They're outside protesting, sir.",3
The governor would like your help with the budget.,1
"After they're shredded, I want them burned at the stake.",2
They're saying the book is dead. I'd like to be sure.,3
I'm not going to say the word I'm thinking of.,1
"Why don't you just admit it, this is the wrong desert.",2
Let me know if you spot a divorce lawyer.,3
"Well, you're the one who insisted on the smoking section.",1
Why do we always have to be the first ones off the plane?,2
"OK, from now on, just one Ambien each.",3
"It's time I told you, you were adapted.",1
"OK, where did you hide the remote?",2
Your services are no longer required.,3
"Give me a second, I know this one.",1
I'll have the chicken.,2
"When they all walked in that day, I thought something seemed funny.",3
"I came, I sawed, I conquered.",1
I must find the tree that killed my father.,2
That one was asking for it.,3
It's a working vacation.,1
You'll find we do things a little differently here in accounts swimmable.,2
Can you please fold it into a little boat?,3
It's for you.,1
"Don't just stand there, Agnes, get the pliers.",2
"Hello, I'm calling to report a giant hand in my house.",3
Would you call the office and ask them to open my window?,1
"Hey, kids, you'll need to move over. Mr. Miller's car won't start.",2
It's a loaner.,3
Part of me thinks you should be seeing a veterinarian.,1
So you say you're only half the man you used to be?,2
"Frankly, your life sounds quite wonderful.",3
Let's stay positive. Who would like to start with what went right?,1
"First off, I'd like to apologize for the change in venue.",2
"Miriam, I pulled a lot of strings to get you in this meeting.",3
Let's walk him and pitch to the bishop.,1
Didn't you retire ages ago?,2
Surely you joust.,3
"Looks like they're ready to be flipped, Bob.",1
"Oh, look. The Nelsons have their own gravity now.",2
"We never should have sold those air rights, Ed.",3
Performance art eludes me.,1
"I've changed my mind, Frank. The pool should be over there.",2
"One more, and we are officially lunatics.",3
Maybe you can talk him down.,1
Can I get you a cup of coffee and a pair of stilts?,2
"He's at the top now, but he still likes to claw his way there every morning.",3
"It put up quite a fight, but then it ran out of gas.",1
I finally bagged this monster after three days of bidding on eBay.,2
I only use this room when I'm sentimental for obliteration.,3
You know I'll just go straight to your hips.,1
You're gonna be huge in this town.,2
"We're sorry about your cat, but he was eating the slower children.",3
Is it so important that it be a rescue ship?,1
Want to play the license-plate game again?,2
So I see you went with the grass interior.,3
I trust you know what to do when you get to the plate.,1
"OK, we learned a lot this game, including you can't rush a souffle.",2
First base wants to know if you have anything gluten-free.,3
You knew I was a columnist when you married me.,1
This game looked a lot easier in the store.,2
Maybe this explains why we never had children.,3
There is one more thing we could try.,1
The procedure is completely reversible.,2
Keep it up.,3
Looks like they're making cuts at the top.,1
I dare anyone to say we missed a spot.,2
"It seems a bit extreme, but it does keep the zombies away.",3
The acoustics were better in the old boardroom.,1
I'll be rapping my presentation.,2
Prison made him reassess his priorities.,3
"Who has the time anymore? Now it just sits there, gathering dust.",1
It's been in the family since 1789.,2
"When we drink wines from Spain, we replace it with the rack.",3
"It's just crabgrass, dear.",1
I'm gonna go ahead and reheat last night's casserole.,2
Let me know if the massacre is running late.,3
Head for the maze!,1
"OK, who moved his cheese?",2
"Quickly, now release the giant cat!",3
"If you do the dishes, I'll dust the crops.",1
"Well, you were right, dear. It does hide that stain in the carpet.",2
"Honey, there's a sale on scarecrows.",3
That lady's shoes kind of remind me of Joey.,1
I still say the sewers are quicker.,2
Anyone care to join us for lunch?,3
You're gonna have to roll me outta here.,1
I think you just ate the spare.,2
I'd kill for some cream cheese.,3
I guess this explains last night.,1
Wake up! You're missing the worst part.,2
"Oh, come on, I wasn't screaming at you.",3
"Regime change is never easy, dear.",1
"It says here, 'Assume the prone position and return enemy fire until such time as reinforcements arrive.'",2
So much for starting over in a new city.,3
"When it's an elephant, we'll talk.",1
"He was a terrible pet, why did we think he'd make a great coffee table?",2
When's the last time you charged a man who looked at me?,3
"If you can't eat 'em, join 'em.",1
"I wish I could help you, but I'm a real-estate lawyer.",2
"I know this seems weird, but even as a cub I could feel the rush of Wall Street racing through my veins.",3
Be careful about Ctrl-M.,1
I was just made pardner.,2
"Actually, it came with the glasses.",3
Please tell me that was your car I just backed into.,1
Did anyone turn in a cape last night?,2
The invisible man picked up my tab.,3
They say jolliness skips a generation.,1
There goes eighty-three years of brand equity down the drain.,2
Must be the pesticides.,3
I was hoping for eternal rest.,1
"I'm doing OK, but I do miss my Lycra bike shorts. And Mildred, of course.",2
A clear day? I hadn't thought of that.,3
Have you always felt like a victim?,1
"Unfortunately, your time is up, but I think we have a general outline of the problem.",2
"Sorry, I drifted off there.  What did you say after 'I've been shot'?",3
I can remember when she was just a fuzzy yellow intern.,1
"That's strange, some of my twigs are missing, too.",2
And we always thought it would be robots that would replace us.,3
I don't like the way Adam looks at you.,1
"Please stop asking, honey.  If anything, you look too thin.",2
Now you'll probably want a chair.,3
No one attacks quite like the French.,1
Beware the hidden service charge.,2
You have any small bills?,3
So your biggest concern is my pronunciation of the word 'crevasse'?,1
Don't think I didn't hear you come in last night.,2
Why don't you get the coffee this morning?,3
"On a clear day, I can get Santa Fe on the antenna.",1
"Nope, it's not a new haircut. Try again.",2
"At the next canyon, I'll show you why.",3
He's had work.,1
"If he can dust with it, I might be impressed.",2
Evolution can be so tacky.,3
Let's just say I thought I had one wish left.,1
"Oddly enough, it's the Capri pants that I hear about the most.",2
The goatee looked dumb on its own.,3
Looks like a culture of denial.,1
"Believe me, it's what's under the ground that's most interesting.",2
Botox.,3
I keep forming inappropriate attachments.,1
Just how revealing are ink blots?,2
You're right. Maybe sometimes a sea cucumber is just a sea cucumber.,3
Marco!,1
Your tattoo escaped.,2
Don't look at me. I wanted a Portuguese water dog.,3
So much for a safe word.,1
Worst fifty bucks I ever spent.,2
Trust me. They like experienced.,3
This particular species is believed to have travelled in troupes.,1
They hated each other when they were alive.,2
We have some very promising new theories about why they became extinct.,3
My sister's coming over. You could at least throw on a slipcover.,1
I've decided to redecorate.,2
And to think I could have married an Eames chair!,3
"I don't care what planet they are from, they can pass on the left like everyone else.",1
"When they said, 'Take us to your leader,' I don't think they meant your mother's house.",2
Which finger do I use for aliens?,3
"But, honey, I just ate.",1
When is it ever a good time to break up?,2
Where am I going to get the four million shrimp for the ransom?,3
What kind of Neanderthal uses vodka instead of gin?,1
He's the advertising executive. Let him come up with a caption.,2
"Take the commission, hon, and you can paint full time.",3
Help me get under the seat for takeoff.,1
Stop complaining. I can be used as a flotation device.,2
And the worst part is this isn't my luggage.,3
They're trying to attract a younger crowd.,1
And they said my career was over after 'The Godfather.',2
"Which sounds faster: 'clip-clop, clip-clop' or 'clippety-clop'?",3
"As an icebreaker, let's all share one interesting thing about ourselves. I'll start.",1
"To illustrate how couples come to look alike, this is my wife.",2
"Please hold your applause, there are eighteen more minutes of this.",3
"Yes, I asked very politely. But he still says the rest room in there is for employees only.",1
I feel we should rethink our immigration policy.,2
Ask again if anyone turned in a phone.,3
"I'm surprised you can ghostwrite for him. I've only heard him say, 'Fee fi fo fum.'",1
You promised me you would stop after you lost your arm from that paper cut!,2
You realize a seven-foot diary is fair game.,3
"I have to warn you, I don't exactly have a bladder of steel.",1
I'm always amazed these things actually fly.,2
"I feel like we've gotten a little soft, Lex.",3
Could you go back to the front desk? The receptionist has some forms for you to fill out.,1
You're in luck! My three-o'clock seems to have fallen off the face of the earth.,2
"This week we'll delve a little deeper than 'Because it's there,' Mr. Mallory.",3
That rabbit had no idea who he was messing with.,1
"Quit joking, you guys, and grab my legs again.",2
"No, it's true. Walking, I move incredibly slow.",3
Stop sending me spam!,1
The hairs on my chinny chin chin got caught in your damn escalator.,2
"Whenever I eat an apple, everyone assumes that I'm dead.",3
You can tell the judge why you were doing CX in an XXV.,1
"No, really. Your chariot awaits.",2
I am Spartacab.,3
Worst internship ever.,1
"If I go, page 4 of our report goes with me.",2
"Golden parachute, my ass.",3
Any stiffness?,1
Sorry about the wait.,2
Any family history with death?,3
I hear he forged his death certificate.,1
I just don't care that much about Medicare anymore.,2
He's pro-afterlife.,3
I think my wife is having us tailed.,1
"I know I was having trouble finding it, but this is a little extreme.",2
"I'll take it from here, Marlowe.",3
They keep watch on the offshore accounts.,1
They used to face left.,2
"Fortunately, they only cover one per cent of the island.",3
"Quick, before Bloomberg bans it!",1
When.,2
"Best decaf in town, Dolores.",3
Your slogan should be 'Rest assured. My wife will do it.',1
Your speechwriter wants to know if you prefer 'inexhaustible' or 'unrelenting.',2
Your constituent called.,3
Come on! Do you have any idea how long it took to get through the turnstiles?,1
"For your information, I have a client who has a lot of trouble sleeping.",2
"Sheep Meadow? No, we wanna see the 'Seinfeld' diner.",3
"Career-wise, my mistake was misunderstanding the term 'Wall Street guru.'",1
Meaning of Life is at the top. This is Meaning of Beatles Lyrics.,2
The window cleaner brings a pastry.,3
Can't you just ignore the polls on this one and go with your instinct?,1
Let's face it. One side of the bed consistently outperforms the other.,2
Sometimes I wish you would keep your performance targets to yourself.,3
Are you here for your annual or your perennial?,1
Just get plenty of water and sunlight.,2
You're in luck! It's cannabis.,3
"Don't laugh, it got my uncle out of the Army.",1
I think the hormones are kicking in.,2
I'm up here.,3
"Frankly, Sheila, I find this the most awkward part of our divorce agreement.",1
I have the same exact dog.,2
I hate our therapist.,3
One thing led to another.,1
He's not finished.,2
He makes me feel young again.,3
"Well, I have to go, my ride is here.",1
Crazy people have sat in yours.,2
Are there two guys with a couch following me or am I imagining it?,3
It looks like Ted is out of gumballs. Meeting adjourned.,1
"I miss you, too, Aunt Maude, but we were hoping to speak with Mr. Jobs.",2
What happened to your goldfish?,3
I am from Doctors Without Offices.,1
Bad news: you've got four blocks to live.,2
Now I'm getting a signal.,3
"As long as it has four wheels, two headlights, and one steering wheel, we're happy.",1
It's a toy!,2
Mazda tov!,3
Worst Groupon ever!,1
I'm starting to hate your bucket list.,2
This is why I hate cross-country skiing.,3
"Roger, everything reminds you of sex.",1
Last internship I was a coatrack.,2
Your mornings can't be any worse than my afternoons.,3
You're cut out for this job.,1
Stop me if you've heard this one.,2
You don't say!,3
I hope Harry don't crack. The cops are riding him pretty hard.,1
I smell a horse.,2
Because PETA said we can't whack him.,3
Bad chair day.,1
He'll be back.,2
That startles me every time it happens.,3
He had great health insurance.,1
He never could commit.,2
We'll eventually miss him.,3
Loosen up Ann. I'm not running for President anymore.,1
We have to turn back. I forgot my scarf.,2
You're always cold!,3
"Damn, I loved that giraffe.",1
It's my extended family.,2
I love her. And she can dunk.,3
"Harry, Hairy. Hairy, Harry.",1
You both know Jane.,2
You two have a lot in common: ninety-eight per cent of your DNA and you're both in accounting.,3
Six rounds. Nine lives. You do the math.,1
"Calm down, I just came to get my things.",2
Consider the effect of recoil.,3
"Backstabbing was already prevalent, we just added a twist.",1
"Be careful not to overwind, it can cost us overtime.",2
"And Bob, here, came to us from a jewelry box.",3
I was wrong. This meeting is still boring.,1
"Remember, we present to the emperor tomorrow at eleven.",2
"The back of my head is up here, Tom.",3
Will you all please bow your heads for the reading of the menu.,1
He's done.,2
"Cholesterol, shlemesterol, Andre loved to say.",3
"Easy for you to say, you're cured!",1
I always wake up dreading the morning.,2
I'm always done in three minutes.,3
You were filibustering in your sleep again.,1
Majority Whip tonight?,2
Treat me like the White House.,3
We're gonna need a bigger cat.,1
He's been on that same story for hours. I'm beginning to think he can't read.,2
Did you just order a hundred cheese pizzas?,3
"Aye, there'll be baskets of treasure for us upon Easter Island.",1
I'm rebranding.,2
He's a temp.,3
It's only fair. He has a man cave.,1
I come here to brood.,2
"After the kids moved out, the tree house was just too big.",3
I wouldn't say 'favorite' animal.,1
Mistakes were made.,2
I have trouble saying no.,3
It gets easier the second time.,1
Just lean in.,2
You call that pushing?,3
"It's quite common, Senator. Most politicians are filled with hot air.",1
Is the funny voice really worth all this trouble?,2
"Please, Mr. Blaine. I do have other patients to attend to.",3
I see Wall Street is hiring again.,1
"Watch your step, I think this street is paved with good intentions.",2
I liked it better when the big banks just charged late fees.,3
I wish they would just go back to tapping our phone lines.,1
"Don't worry, we have this room booked until four.",2
Relax. It's just a triptych.,3
Let that be a lesson to you.,1
Save it. Ignorance of the law is no defense.,2
I'm going to let you off with just a math lecture this time.,3
Heal!,1
Do you want it in dog years?,2
"In this clinic, Mr. Kramer, we call it a vasectomy.",3
You have really kind eyeholes.,1
"Wow, the Moscow airport, what a wacky idea for a first date!",2
I need someone without baggage.,3
How's my wife doing?,1
"Sorry, but I have to play it where it lies.",2
Mind if I cut through?,3
"Just water for me, thanks.",1
Or I could teach you how to fish.,2
"They lied, I'm from Brooklyn.",3
Compliments of your ex.,1
"My name is Gary, and I'll be annoying you.",2
Something romantic?,3
Maybe poker isn't really your game.,1
"You don't have to explain, you're already viral on YouTube.",2
"Why do I wonder at times whether you are fully honest with me, Henry?",3
This is my inner self!,1
RELAX!,2
Give Hulk tranquillity now!,3
Ten bucks says you can't hit him twice.,1
"Business school changed you, son.",2
You knew your wife might remarry.,3
I see you are unfamiliar with French mythology.,1
"Big deal, you can run but you can't hide!",2
"Yeah, but this race is up the side of a window.",3
"Sir, you did ask for our lowest fare.",1
Here we shoot the messenger.,2
Team-building is all about trust.,3
"Yes, he's still out there, and he looks serious.",1
I hope it's chocolate.,2
Incredible! We still get Saturday deliveries.,3
"I mean, there are closers, and there are closers.",1
I hope Skip doesn't ask me to sacrifice.,2
Watch out for the knuckleball.,3
"If their dog starts humping your leg, let it finish.",1
They must not understand how foreclosure works.,2
Barb was telling me there's been a rash of azalea thefts.,3
I suggest that you back up slowly two paces and take one step to the side.,1
This can only end in a draw.,2
Did you hear the one about the bishop and the queen?,3
Who has the floor?,1
Why not? We defy every other law.,2
"Good, very good. Now let's all try to think it back into the box.",3
This is why I didn't want a Monday-night appointment!,1
"I don't need therapy, I just need the remote!",2
I'd like to try group therapy with a different group.,3
I'm really more of a painter-gatherer.,1
"We use every part of the animal, even the rhombus.",2
Me thought Ugg just bad artist.,3
Still afraid to use the mouse?,1
What do you mean you can't remember the password?,2
You don't need more memory.,3
"On second thought, let's skip the play.",1
"Oh, my God, it's finally happened. I've turned into my forefather.",2
I look like five bucks.,3
The gravy boat is docked at the wharf.,1
"It's a turduckant, a turkey stuffed with a duck, stuffed with a young, tender elephant.",2
Don't worry. It'll plump as it cooks.,3
There's water everywhere.,1
I saw your ad in a bottle.,2
"Just once, I'd like to hallucinate a guy who does air-conditioning.",3
"At this point in the interview, Johnson, we would like to see how well you play with others.",1
"The company's day-care program is great, this group has been coming since 1970.",2
"It's a little creepy how Williams just sits there on the edge, watching.",3
"They now think that kryptonite is actually good for you, in small doses.",1
"Sounds like a bird, no, a plane!",2
"Your X-rays show, well, you already know.",3
I told you to let me break his arms!,1
"Oh, my gosh, he is a canary!",2
Luca Brasi flies with the seagulls!,3
I'll go see what's holding things up.,1
It won't fall until we're not around to hear it.,2
"If I told you how I did it, it wouldn't be magic, would it?",3
"We still haven't found your pants, sir.",1
I was told you were the last person to use the key to the men's room.,2
We're going out for a quick bite if you want to join us.,3
Can't I just laugh till it hurts?,1
"Well, maybe, once, back in clown college.",2
"I'm sorry, but I used all my condoms to make balloon animals.",3
This is what we get for walking down a dark alley before 5 PM.,1
Isn't it great how so many their age are pursuing second careers?,2
"Do what he says, honey. Give him your kidneys.",3
"No, I'm sorry. You'll need a separate remote for your DVD.",1
It comes with its own remote.,2
There's actually a guy in here who will change the channels for you.,3
She got it in the divorce.,1
"Well, this is just great. The Joker is probably halfway to Brooklyn on the L by now.",2
"Robin totalled the Batmobile, again!",3
"I'm not feeling much love, but my arthritis is a lot better.",1
"Not OK, Cupid!",2
"And then I thought, Wow, my cat really is kind of sexy.",3
Why does this never happen on the way to work?,1
This better be a real monster attack and not some political-payback scheme.,2
"Don't blame me, I voted for the other thing.",3
"He was cute as an ottoman, but we both knew this day would come.",1
I want to R-E-D-E-C-O-R-A-T-E.,2
"You bought the sofa, you find the remote.",3
You will feel a thing.,1
"Yeah, but the lollipop is amazing.",2
Which arm do you want to keep?,3
The Founding Fathers were clear. You must win by two.,1
Nobody had a coin?,2
I can see both sides.,3
Coffee and doughnuts. No wonder they're endangered.,1
"Every time I go to Williamsburg, I just feel more and more out of place.",2
You dated who?,3
I'm working from home.,1
I know I have a book in me.,2
"I could go digital, but I love the old-fashioned feel of paper.",3
"I can't hear you, the tub is running.",1
It made so much more sense in the infomercial.,2
Does our plumber do exorcisms?,3
Solar panel sold separately.,1
It just seems like it's using an excessive amount of water.,2
Burning Man isn't what it used to be.,3
I thought he wanted to be shredded.,1
So that was his name.,2
"Oh, great. More office drama.",3
"You know, Dad, this is not making 'the talk' any less awkward.",1
"Dad, you're not talking about my generation.",2
You're not supposed to mix Ambien and Quadrophenia.,3
Let's hope for some nut allergies.,1
I like that we're not trapped in traditional gender roles.,2
But first an amuse-bouche?,3
I liked you better before you molted.,1
Guess we missed the Rapture.,2
Re-occupy Wall Street.,3
He only plays when I'm on hold.,1
The good news is we got the piano through the doorway.,2
He says he won't go back in the original packaging.,3
Any red flags?,1
"Not so fun when you're the one being charged, is it?",2
Am I in the running?,3
Say something viral.,1
My eyes are down here.,2
I'll see you later.,3
Try to look housebroken.,1
"Last time I'll book a discount vasectomy, for sure.",2
Isn't Airbnb great?,3
Let's flip this house.,1
I told you to tip the movers.,2
We're not really utilizing our wall space.,3
"Oh, yeah? Well, I'm off to see the orthopedist.",1
I can't skip.,2
I've a feeling we're also not in Nantucket.,3
It's an invertible.,1
I thought I told you to wait in the car.,2
Perhaps he wasn't really a valet.,3
My last office had a castle.,1
Some guys never make it out of the plastic bag.,2
Do you ever get the feeling that we're purely decorative?,3
Move the car.,1
"I miss the little birds, and some of the little children.",2
They're for our senior-citizen bird-watchers.,3
"I've gotta go, the exterminator is here.",1
It's out of the bag.,2
Sorry about your garage. We're having him declawed tomorrow.,3
"No, he left here at 8:07.",1
It's mostly a bridge-and-tunnel crowd.,2
"Well, they're never late for happy hour.",3
I hate Fashion Week.,1
"Get me my flats, I'm going out to the mound.",2
They won't laugh when I slide into second base.,3
He only wanted me for my body.,1
The relationship was less symbiotic than I'd hoped.,2
It's mostly water weight.,3
Didn't you see the light?,1
Let's not tell Dad.,2
You're supposed to be on the other shoulder.,3
A strike sends us home early.,1
Remember that domino factory?,2
Bring me my shoes.,3
"Nice catch, son, now close the deal.",1
Hurry. These are billable hours.,2
Don't retain it.,3
Relax! It just smells the other car on you.,1
What's it going to take to get you in this car today?,2
She runs like a dream I once had.,3
The sign said 'Home-Style Cooking.',1
It says here that service is not included.,2
It's not a menu. It's a first-aid guide for burns.,3
My pets found out they were adopted.,1
"At home, we're not allowed on the furniture.",2
I'm not comfortable discussing that in front of my fish.,3
Looks like you just missed Him.,1
I need to confirm a reservation.,2
He's working remotely this week.,3
I think we should stop seeing each other.,1
Happy anniversary!,2
Which kid do you want?,3
We're tabling the motion.,1
We'll really miss you.,2
"Honestly, I'm not sure you're partner material.",3
Get a hammer.,1
His surgery paid for itself.,2
This little piggy owns the market.,3
He was my first client.,1
Can you meet him halfway?,2
I take it you don't share the same bed.,3
You had me at ole.,1
What happened to your last partner?,2
"Remember: at the dip, I gore you.",3
You've been randomly selected for additional screening.,1
We don't forgive those who trespass against us.,2
Anything to declare?,3
I'm afraid I can't discuss my other patients.,1
I'm sensing some hostility.,2
"Sorry, my time is up.",3
I faked my applause.,1
I'm not in favor of that position.,2
How are you going to spin this?,3
Your last job sounds terrible.,1
Dress for the job you have.,2
"Next time, we can meet at your office.",3
"So, where do you see yourself in five thousand years?",1
How long have you been in your current position?,2
I may have something for you in Vegas.,3
The chair has the floor.,1
Would you at least use coasters?,2
I want a raise.,3
Don't repeat this.,1
We have to stop eating the seed money.,2
Can we talk?,3
You did say you wanted an earlier flight.,1
You've been upgraded to pilot.,2
It's only a twelve-second flight.,3
"We have to move out, I just sold a painting.",1
My agent says it will be worth a lot more after I'm dead.,2
He says he represents primitive artists.,3
This town ain't big enough for anyone.,1
This looks like a good place to set up camp.,2
Are you sure he said high tide?,3
You seemed disillusioned.,1
It's not what it looks like.,2
My bedroom? That's where the sleep happens.,3
"Be careful, the bald spot is slippery.",1
Act of God. We're not liable.,2
We should buy a rug.,3
Welcome to Mechanics Anonymous.,1
Tell them that the jury is still out.,2
"All right, folks, it's crunch time.",3
He was deemed a flight risk.,1
"Never, ever put me in assisted living.",2
Is it weird that we have a pet?,3
This way we avoid the turnpike.,1
"Would you mind turning on the air, please?",2
"Yeah, I used to be a heart surgeon on my planet.",3
I've gone hayless.,1
It's the new Mustang.,2
Nothin' like the smell of a new horse.,3
Miley's here.,1
"Why, yes, I am interested in homeowner's insurance.",2
"Hold on, I heard a knock.",3
I feel like I'm still at the office.,1
I have a theory on why we keep losing our bait.,2
Watch out for one with a saw.,3
Wave to him.,1
He'll never survive the primaries.,2
Show them how you make the middle class disappear.,3
"They can't be that advanced, there's no bagel setting.",1
Stay back! They may have gluten!,2
They seem too skinny for carb-based life-forms.,3
"Legally, we're a farm.",1
Let's see how sustainable his job is.,2
The third quarter is going to be delicious.,3
Invent a job!,1
I have a plan to monetize your diet.,2
Any new cave paintings?,3
You've achieved closure.,1
Any final thoughts?,2
Perhaps we should reduce the dosage.,3
That explains the signature on the floorboard.,1
"More hair, please.",2
My life's a joke.,3
It was a partially dark and stormy night.,1
An optimist would see the room as half dry.,2
Not everything is about you.,3
Are you better off now than you were four innings ago?,1
My position on the pitch is still evolving.,2
I'll always consider this home.,3
That's why they call him the Kid.,1
"He's never seen a duel before, only heard one.",2
It's so sad it's his birthday.,3
Your profile said you liked surprises.,1
Your card's been declined.,2
This would be so romantic if this were the right table.,3
I live about three seconds from here.,1
I never know what to wear to these things.,2
Want to go upstairs?,3
